windDir,fetch,depth
0,U,10
10,U,10
20,47,10
30,41,10
40,U,10
50,54,10
60,17,9
70,7,8
80,4,7
90,4,7
100,3,7
110,3,7
120,0.5,7
130,0.5,7
140,0.5,7
150,0.5,7
160,0.5,7
170,0.5,7
180,1,7
190,1,7
200,2,7
210,3,7
220,4,7
230,6,7
240,6,7
250,7,7
260,53,7
270,22,7
280,U,7
290,U,7
300,U,7
310,U,7
320,U,8
330,11,9
340,U,10
350,U,10
