windDir,fetch,depth
0,U,14
10,U,14
20,U,14
30,U,14
40,U,14
50,U,14
60,U,14
70,U,14
80,48,14
90,37,14
100,27,13
110,21,12
120,17,10
130,14,10
140,11,10
150,7,9
160,8,7
170,5,5
180,1,5
190,2,5
200,2,5
210,2,5
220,1,5
230,1,5
240,2,6
250,7,7
260,23,8
270,21,10
280,19,12
290,2,14
300,2,14
310,2,14
320,2,14
330,U,14
340,U,14
350,U,14
