windDir,fetch,depth
0,372,
10,348,
20,92,
30,117,
40,430,
50,299,
60,519,
70,534,
80,445,
90,714,
100,706,
110,352,
120,152,
130,131,
140,110,
150,103,
160,99,
170,89,
180,96,
190,268,
200,315,
210,301,
220,304,
230,U,
240,U,
250,U,
260,440,
270,320,
280,251,
290,201,
300,206,
310,136,
320,122,
330,183,
340,118,
350,103,
