windDir,fetch,depth
0,30,16
10,29,15
20,29,15
30,27,15
40,41,14
50,25,14
60,18,14
70,19,10
80,18,6
90,11,5
100,9,7
110,8,8
120,9,8
130,9,8
140,9,5
150,15,4
160,6,6
170,6,7
180,5,7
190,5,7
200,5,7
210,5,7
220,5,8
230,5,8
240,6,10
250,274,10
260,U,12
270,U,15
280,463,17
290,388,17
300,363,16
310,47,16
320,42,16
330,36,16
340,31,16
350,31,16
