windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,U,
60,7,
70,7,
80,6,
90,5,
100,5,
110,5,
120,5,
130,5,
140,5,
150,6.5,
160,8,
170,9.5,
180,11,
190,13,
200,13,
210,6,
220,6,
230,6,
240,6,
250,6,
260,7,
270,66,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
