windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,20,
60,3.5,
70,3.6,
80,3.5,
90,4,
100,12,
110,10,
120,10,
130,2.6,
140,2.3,
150,2.1,
160,1.7,
170,5,
180,5,
190,7,
200,10,
210,10,
220,13.6,
230,26,
240,44,
250,57,
260,52,
270,45,
280,48,
290,48,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
