windDir,fetch,depth
0,755,
10,750,
20,740,
30,870,
40,U,
50,U,
60,90,
70,46,
80,33,
90,19,
100,18,
110,20,
120,18,
130,13,
140,12,
150,13,
160,12,
170,13,
180,14.5,
190,14.5,
200,15.9,
210,20,
220,23,
230,69,
240,58,
250,40,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
