windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,20,
60,22.7,
70,21.3,15
80,17,15
90,16,10
100,22.4,7
110,19.3,7
120,17,7
130,9,7
140,13.6,7
150,11.9,7
160,11.4,7
170,9.5,7
180,15.3,7
190,19.5,7
200,22,7
210,21,7
220,23,7
230,105,10
240,44,15
250,42,15
260,36,15
270,33,15
280,34,15
290,35,20
300,U,25
310,U,
320,U,
330,U,
340,U,
350,U,
