windDir,fetch,depth
0,186,
10,213,
20,252,
30,320,
40,432,
50,533,
60,U,
70,440,
80,422,
90,198,
100,137,
110,100,
120,119,
130,105,
140,108,
150,110,
160,137,
170,135,
180,132,
190,155,
200,273,
210,430,
220,538,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,274,
330,232,
340,217,
350,169,
