windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,U,
60,U,
70,25,
80,25,
90,22,
100,20,
110,17,
120,15,
130,13,
140,9.5,
150,8.8,
160,7.4,
170,8.3,
180,8,
190,10.1,
200,10.5,
210,11.8,
220,13.6,
230,15.7,
240,20,
250,78,
260,82,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
