windDir,fetch,depth
0,3.3,
10,3.1,
20,3.4,
30,3.6,
40,U,
50,U,
60,78,
70,46,
80,21,
90,19,
100,20,
110,14,
120,12,
130,12,
140,10,
150,10,
160,10,
170,9,
180,11,
190,10,
200,11,
210,16,
220,22,
230,64,
240,52,
250,17,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,2,
340,1.8,
350,U,
