windDir,fetch,depth
0,U,U
10,U,U
20,U,U
30,U,U
40,U,U
50,U,U
60,U,U
70,U,U
80,U,U
90,U,U
100,U,U
110,U,U
120,U,U
130,U,U
140,U,U
150,U,U
160,U,U
170,U,U
180,U,U
190,U,U
200,U,U
210,U,U
220,U,U
230,U,U
240,U,U
250,U,U
260,U,U
270,U,U
280,U,U
290,U,U
300,U,U
310,U,U
320,U,U
330,U,U
340,U,U
350,U,U
