windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,62,
60,47,
70,54,
80,62,
90,35,
100,46,
110,24,
120,122,
130,26,
140,16,
150,29,
160,17,
170,31,
180,25,
190,17,
200,20,
210,23,
220,37,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
