windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,60,
50,55,
60,40,
70,40,
80,45,
90,53,
100,25,
110,39,
120,32,
130,20,
140,28,
150,27,
160,18,
170,28,
180,23,
190,33,
200,50,
210,38,
220,47,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
