windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,56,
50,32,
60,29,
70,93,
80,55,
90,54,
100,44,
110,39,
120,32,
130,35,
140,30,
150,30,
160,17,
170,29,
180,32,
190,36,
200,28,
210,77,
220,64,
230,62,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
