windDir,fetch,depth
0,U,
10,9,
20,10,
30,12,
40,U,
50,U,
60,64,
70,35,
80,16,
90,9,
100,8,
110,7,
120,7,
130,7,
140,6,
150,3,
160,3,
170,3,
180,3,
190,4,
200,5,
210,7,
220,11,
230,21,
240,53,
250,47,
260,36,
270,14,
280,14,
290,U,
300,11,
310,U,
320,10,
330,2,
340,U,
350,U,
