windDir,fetch,depth
0,1,2
10,2.5,5
20,3.5,8
30,2,5
40,1.5,5
50,1.5,5
60,2,5
70,U,11
80,53,10
90,30,9
100,29,8
110,22,7
120,21,7
130,22,6
140,22,6
150,22,8
160,22,10
170,26,12
180,34,15
190,9,15
200,7,15
210,7,15
220,6,30
230,6,
240,6,
250,4,
260,4,
270,4,
280,4,
290,4,
300,5,
310,0.5,
320,0.5,
330,1,
340,1.5,
350,2,
