windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,U,
60,U,
70,U,
80,286,
90,275,
100,210,
110,180,
120,114,
130,113,
140,103,
150,86,
160,74,
170,84,
180,88,
190,100,
200,140,
210,75,
220,190,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
