windDir,fetch,depth
0,220,
10,270,
20,320,
30,350,
40,U,
50,U,
60,220,
70,190,
80,190,
90,190,
100,180,
110,170,
120,160,
130,160,
140,160,
150,160,
160,130,
170,70,
180,63,
190,80,
200,90,
210,110,
220,130,
230,180,
240,220,
250,U,
260,U,
270,U,
280,U,
290,U,
300,260,
310,230,
320,213,
330,210,
340,210,
350,220,
