windDir,fetch,depth
0,U,
10,U,
20,U,
30,70,
40,38,
50,35,
60,35,
70,45,
80,30,
90,30,
100,30,
110,30,
120,9,
130,7.5,
140,7,
150,21,
160,20,
170,20,
180,22,
190,25,
200,28,
210,70,
220,67,
230,53,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
