windDir,fetch,depth
0,130,
10,109,
20,U,
30,167,
40,132,
50,360,
60,346,
70,U,
80,U,
90,U,
100,426,
110,187,
120,155,
130,121,
140,90,
150,91,
160,104,
170,187,
180,240,
190,288,
200,278,
210,268,
220,303,
230,U,
240,U,
250,U,
260,U,
270,284,
280,246,
290,186,
300,165,
310,159,
320,135,
330,124,
340,111,
350,180,
