windDir,fetch,depth
0,594,
10,513,
20,630,
30,540,
40,790,
50,U,
60,220,
70,203,
80,180,
90,153,
100,143,
110,130,
120,110,
130,90,
140,79,
150,68,
160,60,
170,62,
180,76,
190,80,
200,90,
210,105,
220,142,
230,155,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
