windDir,fetch,depth
0,594,
10,513,
20,630,
30,540,
40,790,
50,U,
60,310,
70,208,
80,213,
90,165,
100,159,
110,145,
120,126,
130,112,
140,98,
150,91,
160,79,
170,82,
180,95,
190,98,
200,108,
210,139,
220,153,
230,328,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,840,
330,705,
340,644,
350,583,
