windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,549,
50,U,
60,U,
70,U,
80,U,
90,U,
100,U,
110,U,
120,U,
130,U,
140,U,
150,U,
160,1641,
170,972,
180,860,
190,846,
200,828,
210,883,
220,1068,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,811,
330,980,
340,1215,
350,U,
