windDir,fetch,depth
0,89,
10,98,
20,115,
30,144,
40,183,
50,220,
60,U,
70,U,
80,U,
90,U,
100,258,
110,309,
120,281,
130,288,
140,328,
150,288,
160,210,
170,197,
180,198,
190,221,
200,300,
210,U,
220,U,
230,U,
240,U,
250,U,
260,U,
270,154,
280,119,
290,93,
300,86,
310,84,
320,86,
330,86,
340,87,
350,86,
