windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,U,
60,716,
70,420,
80,375,
90,307,
100,183,
110,143,
120,81,
130,88.5,
140,80,
150,83,
160,34.7,
170,46,
180,63,
190,99,
200,122,
210,141,
220,U,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
