windDir,fetch,depth
0,90,
10,70,
20,4,
30,3,
40,3,
50,4,
60,4,
70,4,
80,5,
90,50,
100,60,
110,75,
120,95,
130,110,
140,U,
150,U,
160,8,
170,8,
180,6,
190,4,
200,4,
210,4,
220,4,
230,5,
240,5,
250,6,
260,14,
270,22,
280,23,
290,22,
300,52,
310,48,
320,45,
330,37,
340,44,
350,60,
