windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,20,
50,2.5,
60,2.5,
70,3,
80,2.5,
90,2.5,
100,2.5,
110,2.5,
120,3.4,
130,4,
140,5.2,
150,5,
160,6,
170,7,
180,8,
190,10,
200,5,
210,3.5,
220,5.5,
230,4.8,
240,3.6,
250,2.5,
260,2.5,
270,6,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
