windDir,fetch,depth
0,1.7,
10,1.6,
20,1.7,
30,1.8,
40,1.9,
50,U,
60,105,
70,50,
80,33,
90,28,
100,22,
110,14,
120,13,
130,12,
140,12,
150,11,
160,12,
170,12,
180,11,
190,12,
200,12,
210,19,
220,26,
230,65,
240,54,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,2,
340,1.8,
350,1.7,
