windDir,fetch,depth
0,173,
10,209,
20,235,
30,300,
40,476,
50,494,
60,705,
70,911,
80,351,
90,333,
100,316,
110,303,
120,156,
130,130,
140,98,
150,97,
160,91,
170,119,
180,137,
190,196,
200,200,
210,254,
220,532,
230,619,
240,796,
250,U,
260,U,
270,U,
280,U,
290,976,
300,450,
310,214,
320,152,
330,146,
340,165,
350,165,
