windDir,fetch,depth
0,14,
10,15,
20,16,
30,16,
40,17,
50,19,
60,23,
70,35,
80,42,
90,45,
100,45,
110,47,
120,39,
130,24,
140,32,
150,35,
160,31,
170,38,
180,52,
190,65,
200,120,
210,185,
220,193,
230,195,
240,210,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,16,
330,14,
340,13,
350,14,
