windDir,fetch,depth
0,U,
10,U,
20,U,
30,U,
40,U,
50,U,
60,87,
70,86,
80,105,
90,85,
100,38,
110,22,
120,21,
130,42,
140,44,
150,50,
160,19,
170,20,
180,21,
190,27,
200,U,
210,U,
220,U,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
