windDir,fetch,depth
0,8,
10,8,
20,9,
30,24,
40,U,
50,U,
60,62,
70,23,
80,26,
90,14,
100,10,
110,7,
120,7,
130,7,
140,7,
150,6,
160,6,
170,5,
180,5,
190,5,
200,6,
210,7,
220,11,
230,19,
240,55,
250,48,
260,16,
270,17,
280,U,
290,44,
300,U,
310,U,
320,U,
330,U,
340,U,
350,8,
