windDir,fetch,depth
0,31,
10,34,
20,36,
30,38,
40,40,
50,47,
60,U,
70,U,
80,U,
90,U,
100,U,
110,U,
120,U,
130,U,
140,U,
150,U,
160,U,
170,U,
180,U,
190,105,
200,92,
210,188,
220,216,
230,214,
240,U,
250,230,
260,108,
270,70,
280,55,
290,47,
300,43,
310,40,
320,38,
330,36,
340,33,
350,31,
