windDir,fetch,depth
0,1,
10,1,
20,1,
30,1,
40,U,
50,U,
60,76,
70,48,
80,31,
90,19,
100,21,
110,18,
120,13,
130,12,
140,12,
150,10,
160,11,
170,12,
180,12,
190,11,
200,13,
210,18,
220,26,
230,66,
240,56,
250,20,
260,14,
270,U,
280,U,
290,U,
300,2,
310,2,
320,2,
330,1,
340,1,
350,1,
