windDir,fetch,depth
0,U,
10,7.5,
20,6.1,
30,4.9,
40,3.9,
50,3.0,
60,2.1,
70,1.4,
80,1.1,
90,0.89,
100,0.77,
110,0.70,
120,0.58,
130,0.43,
140,0.38,
150,0.33,
160,0.29,
170,0.28,
180,0.26,
190,0.25,
200,0.32,
210,0.32,
220,0.34,
230,0.35,
240,0.35,
250,0.35,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
