windDir,fetch,depth
0,21,
10,22,
20,24,
30,24,
40,25,
50,25,
60,93,
70,27,
80,25,
90,24,
100,26,
110,27,
120,19,
130,19,
140,20,
150,17,
160,14,
170,12,
180,13,
190,24,
200,29,
210,51,
220,202,
230,210,
240,213,
250,U,
260,U,
270,U,
280,440,
290,380,
300,345,
310,34,
320,31,
330,28,
340,23,
350,21,
