windDir,fetch,depth
0,U,12
10,U,12
20,16,11
30,9,10
40,8,9
50,3,8
60,2,7
70,2,7
80,2,5
90,1,5
100,0.5,5
110,0.5,5
120,0.5,5
130,0.5,5
140,0.5,5
150,0.5,5
160,1,5
170,1,5
180,1,5
190,1,5
200,1,5
210,1,5
220,2,5
230,2,5
240,1,7
250,2,7
260,4,7
270,17,7
280,4,7
290,3,7
300,3,7
310,3,7
320,3,7
330,4,8
340,6,9
350,8,10
