windDir,fetch,depth
0,U,
10,U,
20,U,
30,31.9,
40,36,
50,39,
60,39,
70,23,
80,32,
90,20.4,
100,17,
110,19,
120,17,
130,13,
140,12,
150,13,
160,13,
170,13,
180,14.3,
190,14.7,
200,15.5,
210,20,
220,28,
230,1.8,
240,1.8,
250,2.1,
260,4.1,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
