windDir,fetch,depth
0,U,
10,14,
20,12,
30,12,
40,3,
50,0.7,
60,0.4,
70,0.3,
80,0.2,
90,0.2,
100,0.2,
110,0.3,
120,0.4,
130,0.4,
140,0.4,
150,0.5,
160,0.6,
170,0.7,
180,0.7,
190,0.8,
200,1.1,
210,2.2,
220,U,
230,U,
240,U,
250,U,
260,U,
270,U,
280,U,
290,U,
300,U,
310,U,
320,U,
330,U,
340,U,
350,U,
