windDir,fetch,depth
0,10,
10,8,
20,6.5,
30,5.5,
40,5,
50,4.5,
60,4,
70,4,
80,4,
90,4,
100,4,
110,4,
120,5.5,
130,6,
140,7,
150,7.5,
160,65,
170,U,
180,U,
190,U,
200,U,
210,U,
220,U,
230,U,
240,35,
250,35,
260,40,
270,35,
280,45,
290,40,
300,U,
310,U,
320,U,
330,U,
340,30,
350,20,
