windDir,fetch,depth
0,35,
10,36,
20,45,
30,48,
40,55,
50,65,
60,U,
70,U,
80,U,
90,U,
100,U,
110,U,
120,U,
130,U,
140,U,
150,U,
160,U,
170,U,
180,96,
190,80,
200,160,
210,180,
220,200,
230,200,
240,U,
250,220,
260,90,
270,55,
280,48,
290,40,
300,38,
310,37,
320,36,
330,35,
340,35,
350,35,
