,time[hrs],time[UTC],time[WST],wind_dir[degrees],wind_spd[kn],seasw_ht[m],seasw_dir[degree],seasw_pd[s],sea_ht[m],sea_dir[degree],sea_pd[s],sw1_ht[m],sw1_dir[degree],sw1_pd[s]
0,000,  2024-04-27 12:00,  2024-04-27 20:00,137,8,0.79,36,4,0.77,36,4,0.2,252,9
1,001,  2024-04-27 13:00,  2024-04-27 21:00,147,7,0.73,36,4,0.71,36,4,0.2,252,9
2,002,  2024-04-27 14:00,  2024-04-27 22:00,167,6,0.68,36,4,0.66,36,4,0.2,252,9
3,003,  2024-04-27 15:00,  2024-04-27 23:00,175,7,0.64,36,4,0.61,36,4,0.2,252,9
4,004,  2024-04-27 16:00,  2024-04-28 00:00,167,9,0.6,36,4,0.57,36,4,0.2,252,9
5,005,  2024-04-27 17:00,  2024-04-28 01:00,150,12,0.6,36,4,0.57,36,4,0.2,252,9
6,006,  2024-04-27 18:00,  2024-04-28 02:00,135,16,0.71,36,3,0.68,36,3,0.2,252,9
7,007,  2024-04-27 19:00,  2024-04-28 03:00,125,18,0.85,36,4,0.83,36,4,0.19,252,9
8,008,  2024-04-27 20:00,  2024-04-28 04:00,118,19,1.0,132,4,0.98,132,4,0.19,252,9
9,009,  2024-04-27 21:00,  2024-04-28 05:00,110,19,1.11,132,4,1.09,132,4,0.19,252,9
10,010,  2024-04-27 22:00,  2024-04-28 06:00,108,19,1.19,132,4,1.17,132,4,0.19,252,9
11,011,  2024-04-27 23:00,  2024-04-28 07:00,108,18,1.23,132,5,1.22,132,5,0.19,252,9
12,012,  2024-04-28 00:00,  2024-04-28 08:00,108,17,1.23,132,5,1.22,132,5,0.18,252,9
13,013,  2024-04-28 01:00,  2024-04-28 09:00,110,17,1.21,132,5,1.2,132,5,0.18,252,9
14,014,  2024-04-28 02:00,  2024-04-28 10:00,115,17,1.2,132,5,1.19,132,5,0.18,252,9
15,015,  2024-04-28 03:00,  2024-04-28 11:00,117,17,1.17,132,5,1.16,132,5,0.17,252,9
16,016,  2024-04-28 04:00,  2024-04-28 12:00,117,16,1.13,132,5,1.12,132,5,0.17,252,9
17,017,  2024-04-28 05:00,  2024-04-28 13:00,117,14,1.07,120,5,1.06,120,5,0.17,252,9
18,018,  2024-04-28 06:00,  2024-04-28 14:00,115,13,1.0,120,5,0.98,120,5,0.16,252,12
19,019,  2024-04-28 07:00,  2024-04-28 15:00,121,11,0.92,108,5,0.91,108,4,0.16,252,12
20,020,  2024-04-28 08:00,  2024-04-28 16:00,124,10,0.86,108,4,0.84,108,4,0.16,252,12
21,021,  2024-04-28 09:00,  2024-04-28 17:00,132,8,0.81,108,4,0.79,108,4,0.16,252,12
22,022,  2024-04-28 10:00,  2024-04-28 18:00,145,7,0.77,192,4,0.75,192,4,0.16,252,9
23,023,  2024-04-28 11:00,  2024-04-28 19:00,150,7,0.73,192,4,0.71,192,4,0.17,252,9
24,024,  2024-04-28 12:00,  2024-04-28 20:00,149,5,0.69,192,4,0.67,192,4,0.17,252,9
25,025,  2024-04-28 13:00,  2024-04-28 21:00,148,3,0.66,192,4,0.64,192,4,0.17,252,9
26,026,  2024-04-28 14:00,  2024-04-28 22:00,136,3,0.63,192,4,0.61,192,4,0.17,252,9
