,time[hrs],time[UTC],time[WST],wind_dir[degrees],wind_spd[kn],seasw_ht[m],seasw_dir[degree],seasw_pd[s],sea_ht[m],sea_dir[degree],sea_pd[s],sw1_ht[m],sw1_dir[degree],sw1_pd[s],sw2_ht[m],sw2_dir[degree],sw2_pd[s],sw3_ht[m],sw3_dir[degree],sw3_pd[s]
0,000,  2024-04-25 12:00,  2024-04-25 20:00,56,9,0.68,60,5,0.63,60,5,0.19,300,13,0.18,300,14,0.09,300,17
1,001,  2024-04-25 13:00,  2024-04-25 21:00,45,9,0.64,60,5,0.59,60,5,0.19,300,13,0.18,300,14,0.09,300,17
2,002,  2024-04-25 14:00,  2024-04-25 22:00,37,8,0.6,60,5,0.55,60,5,0.19,300,13,0.18,300,14,0.09,300,17
3,003,  2024-04-25 15:00,  2024-04-25 23:00,37,6,0.57,60,5,0.52,60,5,0.18,300,13,0.18,300,14,0.09,300,17
4,004,  2024-04-25 16:00,  2024-04-26 00:00,54,5,0.54,60,5,0.48,60,5,0.18,300,13,0.18,300,14,0.09,300,17
5,005,  2024-04-25 17:00,  2024-04-26 01:00,80,6,0.51,60,5,0.46,60,5,0.18,300,13,0.18,300,14,0.09,300,17
6,006,  2024-04-25 18:00,  2024-04-26 02:00,88,6,0.49,300,14,0.43,60,5,0.18,300,13,0.18,300,14,0.09,300,17
7,007,  2024-04-25 19:00,  2024-04-26 03:00,108,7,0.47,300,14,0.41,60,5,0.17,300,13,0.17,300,14,0.09,300,17
8,008,  2024-04-25 20:00,  2024-04-26 04:00,122,8,0.45,300,14,0.39,60,5,0.17,300,13,0.17,300,14,0.09,300,17
9,009,  2024-04-25 21:00,  2024-04-26 05:00,124,8,0.43,300,14,0.37,60,5,0.17,300,13,0.17,300,14,0.09,300,17
10,010,  2024-04-25 22:00,  2024-04-26 06:00,126,9,0.42,300,14,0.35,60,5,0.17,300,13,0.17,300,14,0.09,300,17
11,011,  2024-04-25 23:00,  2024-04-26 07:00,122,10,0.4,300,14,0.33,60,5,0.17,300,13,0.17,300,14,0.09,300,17
12,012,  2024-04-26 00:00,  2024-04-26 08:00,115,12,0.39,300,14,0.32,60,5,0.16,300,13,0.17,300,14,0.09,300,17
13,013,  2024-04-26 01:00,  2024-04-26 09:00,102,13,0.44,300,14,0.38,60,5,0.16,300,13,0.17,300,14,0.09,300,17
14,014,  2024-04-26 02:00,  2024-04-26 10:00,86,14,0.56,300,14,0.51,72,3,0.16,300,13,0.17,300,14,0.09,300,17
15,015,  2024-04-26 03:00,  2024-04-26 11:00,76,15,0.67,60,3,0.63,60,3,0.16,300,13,0.17,300,14,0.09,300,17
16,016,  2024-04-26 04:00,  2024-04-26 12:00,71,15,0.77,60,4,0.74,60,4,0.16,300,13,0.16,300,14,0.09,300,17
17,017,  2024-04-26 05:00,  2024-04-26 13:00,63,15,0.82,48,4,0.79,60,4,0.15,300,13,0.16,300,14,0.1,300,17
18,018,  2024-04-26 06:00,  2024-04-26 14:00,56,14,0.81,48,4,0.78,48,4,0.15,300,13,0.16,300,14,0.1,300,17
19,019,  2024-04-26 07:00,  2024-04-26 15:00,53,13,0.78,48,4,0.75,48,4,0.15,300,13,0.16,300,14,0.1,300,17
20,020,  2024-04-26 08:00,  2024-04-26 16:00,52,13,0.75,48,5,0.72,60,5,0.15,300,13,0.16,300,14,0.1,300,17
21,021,  2024-04-26 09:00,  2024-04-26 17:00,49,12,0.73,60,5,0.7,60,5,0.15,300,13,0.16,300,14,0.1,300,17
22,022,  2024-04-26 10:00,  2024-04-26 18:00,43,12,0.71,60,5,0.68,60,5,0.15,300,13,0.16,300,14,0.11,300,18
23,023,  2024-04-26 11:00,  2024-04-26 19:00,42,12,0.69,60,5,0.66,60,5,0.15,300,13,0.17,300,14,0.11,300,18
24,024,  2024-04-26 12:00,  2024-04-26 20:00,34,11,0.67,60,5,0.64,60,5,0.15,300,13,0.17,300,14,0.11,300,18
25,025,  2024-04-26 13:00,  2024-04-26 21:00,25,10,0.65,60,5,0.61,60,5,0.15,300,13,0.17,300,14,0.12,300,18
26,026,  2024-04-26 14:00,  2024-04-26 22:00,16,8,0.62,60,5,0.58,60,5,0.15,300,13,0.17,300,14,0.12,300,18
27,027,  2024-04-26 15:00,  2024-04-26 23:00,5,7,0.59,60,5,0.55,60,5,0.15,300,13,0.17,300,14,0.12,300,17
28,028,  2024-04-26 16:00,  2024-04-27 00:00,347,6,0.57,60,5,0.52,60,5,0.15,300,13,0.18,300,14,0.13,300,17
29,029,  2024-04-26 17:00,  2024-04-27 01:00,323,6,0.54,60,5,0.49,60,5,0.15,300,13,0.18,300,17,0.13,300,17
30,030,  2024-04-26 18:00,  2024-04-27 02:00,298,5,0.52,60,5,0.47,60,5,0.15,300,13,0.18,300,17,0.13,300,17
31,031,  2024-04-26 19:00,  2024-04-27 03:00,254,4,0.49,300,17,0.44,60,5,0.14,300,13,0.19,300,17,0.14,300,17
32,032,  2024-04-26 20:00,  2024-04-27 04:00,200,6,0.47,300,17,0.4,60,5,0.14,300,13,0.19,300,17,0.14,300,17
33,033,  2024-04-26 21:00,  2024-04-27 05:00,158,9,0.44,300,16,0.37,60,5,0.14,300,13,0.19,300,17,0.15,300,17
34,034,  2024-04-26 22:00,  2024-04-27 06:00,127,11,0.43,300,16,0.35,60,5,0.14,300,13,0.2,300,17,0.15,300,17
35,035,  2024-04-26 23:00,  2024-04-27 07:00,124,11,0.41,300,16,0.34,60,5,0.13,300,13,0.2,300,17,0.15,300,17
36,036,  2024-04-27 00:00,  2024-04-27 08:00,124,10,0.4,300,16,0.32,60,5,0.13,300,13,0.2,300,17,0.15,300,17
37,037,  2024-04-27 01:00,  2024-04-27 09:00,121,9,0.39,300,16,0.31,60,5,0.13,300,13,0.21,300,17,0.16,300,17
38,038,  2024-04-27 02:00,  2024-04-27 10:00,111,6,0.39,300,16,0.3,60,5,0.13,300,13,0.21,300,17,0.16,300,17
39,039,  2024-04-27 03:00,  2024-04-27 11:00,91,5,0.38,300,16,0.29,60,5,0.13,300,13,0.21,300,17,0.16,300,17
40,040,  2024-04-27 04:00,  2024-04-27 12:00,77,5,0.37,300,16,0.28,60,5,0.13,300,13,0.21,300,17,0.16,300,17
41,041,  2024-04-27 05:00,  2024-04-27 13:00,74,7,0.37,300,16,0.27,60,5,0.13,300,13,0.22,300,17,0.16,300,17
42,042,  2024-04-27 06:00,  2024-04-27 14:00,69,8,0.36,300,16,0.26,60,5,0.13,300,13,0.22,300,17,0.17,300,17
43,043,  2024-04-27 07:00,  2024-04-27 15:00,63,8,0.36,300,16,0.25,60,5,0.13,300,13,0.22,300,17,0.17,300,17
44,044,  2024-04-27 08:00,  2024-04-27 16:00,60,9,0.36,300,16,0.25,60,5,0.13,300,13,0.22,300,17,0.17,300,17
45,045,  2024-04-27 09:00,  2024-04-27 17:00,57,8,0.36,300,16,0.24,60,5,0.13,300,13,0.22,300,15,0.17,300,17
46,046,  2024-04-27 10:00,  2024-04-27 18:00,52,8,0.36,300,16,0.24,60,5,0.13,300,13,0.23,300,15,0.17,300,17
